"","Comp","Player","Pos","Age","Squad","xG_Expected","Mins_Per_90","shg.player","psg.player","dfg.player","drg.player","stm.player","kpr","tot.player"
"856","La Liga","Abdón Prats","FW","29-063","Mallorca",1.5,4.4,57,53,51,51,59,64,82
"857","La Liga","Adama Traoré","FW","26-014","Barcelona",0,0.7,51,58,54,54,61,64,82
"858","La Liga","Adnan Januzaj","FW","27-003","Real Sociedad",2,12.3,54,56,52,56,62,64,82
"859","La Liga","Aihen Muñoz","DF","24-176","Real Sociedad",0.2,12.8,51,54,55,52,64,64,82
"860","La Liga","Aïssa Mandi","DF","30-109","Villarreal",1.2,8,52,54,54,50,61,64,82
"861","La Liga","Aleix Vidal","DF","32-171","Espanyol",0.7,13.9,51,55,54,51,63,64,82
"862","La Liga","Álex Cantero","FW","21-245","Levante",1.7,3.5,55,51,51,55,64,64,82
"863","La Liga","Alex Petxa","DF","25-002","Athletic Club",0,1,50,58,51,50,65,64,82
"864","La Liga","Alexander Isak","FW","22-140","Real Sociedad",5.4,13.7,57,52,51,55,58,64,82
"865","La Liga","Alfonso Espino","DF","30-034","Cádiz",0.7,23,51,53,57,51,67,64,82
"866","La Liga","Álvaro García","FW","29-104","Rayo Vallecano",4.4,18.6,55,53,53,52,62,64,82
"867","La Liga","Álvaro Negredo","FW","36-172","Cádiz",3.6,12,55,53,52,52,58,64,82
"868","La Liga","Andoni Gorosabel","DF","25-188","Real Sociedad",0,13.3,50,56,53,52,64,64,82
"869","La Liga","Ante Budimir","FW","30-201","Osasuna",2.9,7.3,56,51,52,51,63,64,82
"870","La Liga","Anthony Lozano","FW","28-289","Cádiz",3.1,12.1,56,52,51,54,60,64,82
"871","La Liga","Antoine Griezmann","FW","30-324","Atlético Madrid",2.3,9.7,56,54,52,52,65,64,82
"872","La Liga","Antonio Barragán","DF","34-241","Elche",0,6.5,50,54,55,50,62,64,82
"873","La Liga","Aridane Hernández","DF","32-322","Osasuna",0.1,5.8,50,55,60,50,59,64,82
"874","La Liga","Aritz Elustondo","DF","27-317","Real Sociedad",1.1,16.6,52,54,58,51,61,64,82
"875","La Liga","Borja Mayoral","FW","24-309","Getafe",0.1,1.4,55,54,53,55,62,64,82
"876","La Liga","Boulaye Dia","FW","25-084","Villarreal",4.4,9.7,58,52,51,53,61,64,82
"877","La Liga","Brian Oliván","DF","27-313","Mallorca",1.3,13.5,52,53,56,50,61,64,82
"878","La Liga","Bryan","FW","20-362","Valencia",0.2,1,56,53,54,55,64,64,82
"879","La Liga","Carlos Akapo","DF","28-333","Cádiz",0.2,8.6,51,52,58,51,63,64,82
"880","La Liga","Carlos Clerc","DF","29-352","Levante",0.3,16.8,50,55,55,54,64,64,82
"881","La Liga","Carlos Dominguez","DF","21-038","Celta Vigo",0.1,3,50,53,58,51,63,64,82
"882","La Liga","Catena","DF","27-103","Rayo Vallecano",1.2,21,51,53,58,51,60,64,82
"883","La Liga","Cristian Tello","FW","30-181","Betis",1.2,5.1,55,54,51,55,64,64,82
"884","La Liga","Cristiano Piccini","DF","29-135","Valencia",0.1,3.6,52,54,56,55,66,64,82
"885","La Liga","Dani Carvajal","DF","30-028","Real Madrid",0.4,9.5,51,55,54,51,67,64,82
"886","La Liga","Daniel Parejo","MF","32-298","Villarreal",1.3,17.5,51,63,52,52,68,64,82
"887","La Liga","Daniel Wass","DF","32-253","Atlético Madrid",0,0.5,50,51,67,50,66,64,82
"888","La Liga","Darío Benedetto","FW","31-267","Elche",2.7,6.6,57,53,51,54,59,64,82
"889","La Liga","David Alaba","DF","29-229","Real Madrid",0.6,20.9,51,56,55,50,63,64,82
"890","La Liga","David García","DF","27-359","Osasuna",0.8,21,52,54,60,50,60,64,82
"891","La Liga","Dídac Vilà","DF","32-244","Espanyol",0,1.7,50,54,57,50,62,64,82
"892","La Liga","Diego Carlos","DF","28-330","Sevilla",1.9,22,52,54,57,50,63,64,82
"893","La Liga","Diego Rico","DF","28-350","Real Sociedad",0,7.5,50,56,56,51,66,64,82
"894","La Liga","Dimitri Foulquier","DF","28-322","Valencia",0.6,15.2,51,54,55,52,63,64,82
"895","La Liga","Domingos Duarte","DF","26-335","Granada",0.4,7.6,51,52,59,50,59,64,82
"896","La Liga","Eden Hazard","FW","31-032","Real Madrid",1.2,7.5,53,55,52,55,62,64,82
"897","La Liga","Édgar González","DF","24-313","Betis",0.3,13.8,50,52,60,51,62,64,82
"898","La Liga","Emerson","DF","23-025","Barcelona",0,1,50,54,55,50,72,64,82
"899","La Liga","Emmanuel Amankwaa Akurugu","DF","20-080","Getafe",0,0.9,51,55,51,58,63,64,82
"900","La Liga","Enes Ünal","FW","24-274","Getafe",4.9,16.7,57,52,51,52,66,64,82
"901","La Liga","Enzo Roco","DF","29-176","Elche",0.6,15.6,51,52,58,50,61,64,82
"902","La Liga","Eray Cömert","DF","24-004","Valencia",0,0.8,51,53,60,50,57,64,82
"903","La Liga","Erick Cabaco","DF","26-295","Getafe",0,2.7,50,55,56,50,58,64,82
"904","La Liga","Ezequiel Ávila","FW","28-002","Osasuna",2,9.8,56,52,52,51,60,64,82
"905","La Liga","Fali","DF","28-180","Cádiz",0.3,13.7,51,53,57,50,61,64,82
"906","La Liga","Felipe","DF","32-268","Atlético Madrid",0.8,11.1,52,53,57,51,61,64,82
"907","La Liga","Ferland Mendy","DF","26-245","Real Madrid",0.8,12.4,52,55,53,55,64,64,82
"908","La Liga","Fernando Calero","DF","26-147","Espanyol",0,2.3,50,54,59,50,63,64,82
"909","La Liga","Fernando Niño","FW","21-107","Mallorca",2.7,8.1,56,51,52,52,62,64,82
"910","La Liga","Florian Lejeune","DF","30-264","Alavés",0.5,15,51,53,60,50,61,64,82
"911","La Liga","Francisco Garcia","DF","22-178","Rayo Vallecano",0.6,21,51,54,55,51,65,64,82
"912","La Liga","Franco Russo","DF","27-106","Mallorca",0.2,14.4,51,53,58,51,60,64,82
"913","La Liga","Gabriel Paulista","DF","31-074","Valencia",0.8,11.3,51,52,61,50,58,64,82
"914","La Liga","Gareth Bale","FW","32-207","Real Madrid",0.4,2.1,57,53,54,51,59,64,82
"915","La Liga","Germán Sánchez","DF","35-100","Granada",0.8,15.4,51,52,60,50,60,64,82
"916","La Liga","Gerónimo Rulli","GK","29-264","Villarreal",0,21,50,50,50,50,55,77,82
"917","La Liga","Giovani Lo Celso","MF","25-305","Villarreal",0,0.2,50,64,50,50,68,64,82
"918","La Liga","Gonçalo Guedes","FW","25-071","Valencia",4.7,19.3,56,55,51,55,61,64,82
"919","La Liga","Gonzalo Montiel","DF","25-038","Sevilla",0.2,9.9,51,55,53,51,62,64,82
"920","La Liga","Héctor Bellerín","DF","26-326","Betis",0.2,14.7,51,54,55,53,62,64,82
"921","La Liga","Héctor Herrera","MF","31-295","Atlético Madrid",0.4,3.6,52,63,55,53,71,64,82
"922","La Liga","Helibelton Palacios","DF","28-244","Elche",0,15.8,50,53,56,53,63,64,82
"923","La Liga","Iago Aspas","FW","34-191","Celta Vigo",8.4,19.7,57,54,51,53,62,64,82
"924","La Liga","Iglesias","DF","23-220","Getafe",0,3.8,50,54,56,52,67,64,82
"925","La Liga","Igor Zubeldia","DF","24-315","Real Sociedad",0.6,8.7,51,54,56,51,62,64,82
"926","La Liga","Ilias Akhomach","FW","17-298","Barcelona",0.1,1.4,55,56,50,52,59,64,82
"927","La Liga","Iñaki Williams","FW","27-238","Athletic Club",6.8,19.7,56,53,51,52,60,64,82
"928","La Liga","Iñigo Lekue","DF","28-280","Athletic Club",0.2,18.6,50,56,54,52,63,64,82
"929","La Liga","Isaac Carcelen","DF","28-291","Cádiz",0.4,15.3,51,54,56,52,65,64,82
"930","La Liga","Isaac Palazón Camacho","FW","27-043","Rayo Vallecano",2.2,16.8,54,55,53,54,65,64,82
"931","La Liga","Isco","MF","29-293","Real Madrid",0.5,2.2,58,61,51,61,77,64,82
"932","La Liga","Iván Balliu","DF","30-038","Rayo Vallecano",0.4,21,51,55,54,52,62,64,82
"933","La Liga","Jaume Costa","DF","33-327","Mallorca",0.3,11.4,50,55,54,51,62,64,82
"934","La Liga","Javi Galán","DF","27-081","Celta Vigo",0.2,22.6,51,54,54,55,67,64,82
"935","La Liga","Javi López","DF","20-038","Alavés",0,4.5,50,54,56,51,66,64,82
"936","La Liga","Javier Ontiveros","MF","24-152","Osasuna",0.1,0.4,59,60,52,62,73,64,82
"937","La Liga","Jeison Murillo","DF","29-257","Celta Vigo",0.4,10.6,51,54,56,50,63,64,82
"938","La Liga","Jesús Corona","FW","29-033","Sevilla",0.4,1.9,54,56,52,61,63,64,82
"939","La Liga","Jesús Navas","DF","36-079","Sevilla",0.1,9.2,50,57,54,50,62,64,82
"940","La Liga","Jesus Vazquez","DF","19-037","Valencia",0.1,1.8,52,52,54,53,65,64,82
"941","La Liga","Joan Sastre Vanrell","DF","24-284","Mallorca",0,2.9,51,52,59,53,61,64,82
"942","La Liga","Johan Mojica","DF","29-171","Elche",0.5,21,51,55,54,53,64,64,82
"943","La Liga","Jon Pacheco","DF","21-031","Real Sociedad",0,0.6,50,51,72,50,62,64,82
"944","La Liga","Jonás Ramalho","DF","28-243","Osasuna",0,1,50,54,64,50,62,64,82
"945","La Liga","Jonathan Silva","DF","27-224","Getafe",0,2.4,51,54,55,52,68,64,82
"946","La Liga","Jorge Cuenca","DF","22-083","Getafe",0.5,18.9,51,53,59,51,60,64,82
"947","La Liga","Jorge Miramón","DF","32-251","Levante",0,10.4,50,54,56,51,62,64,82
"948","La Liga","Jorge Molina","FW","39-292","Granada",3.7,13.6,56,53,51,50,59,64,82
"949","La Liga","Josan","DF","32-067","Elche",0.6,6.9,52,52,54,54,61,64,82
"950","La Liga","José Fontán","DF","21-362","Celta Vigo",0.1,2,51,52,57,50,64,64,82
"951","La Liga","José Luis Gayà","DF","26-259","Valencia",0.8,15.4,52,54,55,52,63,64,82
"952","La Liga","José Luis Morales","FW","34-200","Levante",5.1,17.2,56,53,51,54,63,64,82
"953","La Liga","José María Giménez","DF","27-019","Atlético Madrid",0.8,12.3,52,53,57,51,60,64,82
"954","La Liga","José Pozo","MF","25-330","Rayo Vallecano",0.1,0.8,54,63,54,50,70,64,82
"955","La Liga","Joseba Zaldúa","DF","29-229","Real Sociedad",0,8.6,50,54,55,51,63,64,82
"956","La Liga","Joselu","FW","31-318","Alavés",7.9,21,57,54,53,51,62,64,82
"957","La Liga","Joseph Aidoo","DF","26-132","Celta Vigo",0.1,14.3,50,54,57,50,62,64,82
"958","La Liga","Juan Foyth","DF","24-027","Villarreal",0.1,15,50,55,56,53,65,64,82
"959","La Liga","Juan Miranda","DF","22-020","Betis",0.1,5.8,51,54,56,50,67,64,82
"960","La Liga","Jules Koundé","DF","23-088","Sevilla",0.4,16.6,51,56,57,52,64,64,82
"961","La Liga","Jutglà","FW","23-007","Barcelona",1.6,3.3,58,52,51,51,62,64,82
"962","La Liga","Karim Rekik","DF","27-068","Sevilla",0.4,9.6,51,54,55,51,64,64,82
"963","La Liga","Kevin Vázquez","DF","28-322","Celta Vigo",0,6.5,50,54,57,50,65,64,82
"964","La Liga","Kike","FW","32-075","Osasuna",5.5,15.4,56,53,52,52,62,64,82
"965","La Liga","Leandro Cabrera","DF","30-236","Espanyol",0.9,22,51,53,59,50,60,64,82
"966","La Liga","Lluís Recasens","DF","20-070","Espanyol",0,0.5,50,53,61,50,60,64,82
"967","La Liga","Lucas Boyé","FW","25-345","Elche",4.4,15.1,57,52,52,56,63,64,82
"968","La Liga","Lucas Ocampos","FW","27-212","Sevilla",3.8,14.8,56,53,53,55,65,64,82
"969","La Liga","Ludwig Augustinsson","DF","27-293","Sevilla",0,4.9,50,54,56,50,64,64,82
"970","La Liga","Luis Abram","DF","25-346","Granada",0.5,6.2,51,52,60,50,58,64,82
"971","La Liga","Luis Javier Suárez","FW","24-068","Granada",6.6,20,56,52,51,53,60,64,82
"972","La Liga","Luis Suárez","FW","35-015","Atlético Madrid",6.7,14.5,58,52,51,50,57,64,82
"973","La Liga","Luuk de Jong","FW","31-165","Barcelona",2.8,6.2,58,52,51,52,61,64,82
"974","La Liga","Mamadou Sylla","FW","27-325","Rayo Vallecano",0.3,0.7,55,51,59,50,68,64,82
"975","La Liga","Manu Vallejo","FW","24-359","Valencia",0.2,1.1,54,54,52,52,70,64,82
"976","La Liga","Manuel Sánchez","DF","21-168","Osasuna",0.3,15.1,51,55,54,52,67,64,82
"977","La Liga","Maranhão","FW","25-111","Valencia",2.4,5.9,57,53,52,53,65,64,82
"978","La Liga","Marc Bartra","DF","31-024","Betis",0.5,9.1,51,54,58,51,62,64,82
"979","La Liga","Marc Cucurella","FW","23-201","Getafe",0.1,0.3,55,51,66,58,62,64,82
"980","La Liga","Marcos Llorente","DF","27-009","Atlético Madrid",0.3,13,51,54,54,52,64,64,82
"981","La Liga","Mariano","FW","28-191","Real Madrid",0.4,1.3,56,54,50,56,58,64,82
"982","La Liga","Mario Gaspar","DF","31-076","Villarreal",0.2,4,51,54,54,52,63,64,82
"983","La Liga","Martin Agirregabiria","DF","25-274","Alavés",0.1,16.2,50,54,55,52,62,64,82
"984","La Liga","Martín Cáceres","DF","34-307","Levante",0,0.5,50,58,52,50,62,64,82
"985","La Liga","Mathías Olivera","DF","24-100","Getafe",1.5,19.1,51,55,56,52,68,64,82
"986","La Liga","Matt Miazga","DF","26-204","Alavés",0.3,8.3,51,52,60,50,59,64,82
"987","La Liga","Miguel Gutiérrez","DF","20-196","Real Madrid",0,2.9,50,58,54,53,63,64,82
"988","La Liga","Miguel Juan Llambrich","DF","26-021","Espanyol",0,0.8,50,52,58,56,65,64,82
"989","La Liga","Mikel Balenziaga","DF","33-344","Athletic Club",0.2,18.1,50,54,56,51,61,64,82
"990","La Liga","Mikel Oyarzabal","FW","24-293","Real Sociedad",7.2,14,57,53,52,54,63,64,82
"991","La Liga","Mircea Alexandru Tirlea","DF","21-317","Alavés",0,0.2,50,50,68,74,70,64,82
"992","La Liga","Mouctar Diakhaby","DF","25-051","Valencia",0.3,11.3,51,53,59,51,61,64,82
"993","La Liga","Munir El Haddadi","FW","26-160","Sevilla",0.8,2.9,57,52,53,51,63,64,82
"994","La Liga","Nacho","DF","32-021","Real Madrid",0.8,9.4,52,54,57,50,62,64,82
"995","La Liga","Nacho Vidal","DF","27-015","Osasuna",0.7,19.6,51,55,55,53,64,64,82
"996","La Liga","Nahuel Tenaglia","DF","25-352","Alavés",0,0.4,50,55,65,56,64,64,82
"997","La Liga","Néstor Araujo","DF","30-163","Celta Vigo",0.2,15.8,50,53,58,51,61,64,82
"998","La Liga","Oihan Sancet","FW","21-289","Athletic Club",1.9,10.1,56,54,52,53,63,64,82
"999","La Liga","Okay Yokuslu","DF","27-336","Celta Vigo",0.2,1.6,52,52,61,50,63,64,82
"1000","La Liga","Omar Alderete","DF","25-044","Valencia",0.7,17,52,54,61,50,59,64,82
"1001","La Liga","Óscar de Marcos","DF","32-300","Athletic Club",0.1,8.7,51,56,55,51,65,64,82
"1002","La Liga","Óscar Duarte","DF","32-250","Levante",0.3,10.3,51,52,57,50,61,64,82
"1003","La Liga","Óscar Gil","DF","24-288","Espanyol",0.3,11.6,51,53,53,51,64,64,82
"1004","La Liga","Óscar Mingueza","DF","22-271","Barcelona",0.2,8.2,50,55,54,51,66,64,82
"1005","La Liga","Óscar Rodríguez Arnaiz","FW","23-225","Sevilla",0.9,4.6,54,55,54,55,63,64,82
"1006","La Liga","Pablo Maffeo","DF","24-211","Mallorca",0.8,18.7,52,53,55,53,62,64,82
"1007","La Liga","Pedro Bigas","DF","31-146","Elche",0.2,10.1,51,54,59,50,62,64,82
"1008","La Liga","Pedrosa","DF","23-271","Espanyol",1,20.5,52,53,56,54,61,64,82
"1009","La Liga","Pervis Estupiñán","DF","24-018","Villarreal",0.6,11.2,51,55,55,53,65,64,82
"1010","La Liga","Pierre-Emerick Aubameyang","FW","32-235","Barcelona",0,0.3,53,57,51,50,68,64,82
"1011","La Liga","Pubill","DF","18-233","Levante",0,2.8,51,54,53,50,64,64,82
"1012","La Liga","Quini","DF","32-137","Granada",0.3,14.9,51,52,56,52,64,64,82
"1013","La Liga","Rafa Mir","FW","24-235","Sevilla",5,14.9,57,51,51,52,59,64,82
"1014","La Liga","Randy Ntekja","FW","24-064","Rayo Vallecano",2,9,55,52,51,53,65,64,82
"1015","La Liga","Raúl Albiol","DF","36-157","Villarreal",0.3,18,50,53,58,50,61,64,82
"1016","La Liga","Raúl García","FW","35-212","Athletic Club",3.8,13.2,55,53,52,51,64,64,82
"1017","La Liga","Reinildo Mandava","DF","28-018","Atlético Madrid",0,0.4,50,55,51,56,63,64,82
"1018","La Liga","Renan Lodi","DF","23-306","Atlético Madrid",0.3,7.1,51,54,54,53,64,64,82
"1019","La Liga","Rober","DF","26-357","Levante",0.9,7.9,52,53,58,50,61,64,82
"1020","La Liga","Robin Le Normand","DF","25-089","Real Sociedad",0.9,22,51,54,57,50,62,64,82
"1021","La Liga","Rodrigo","FW","21-268","Betis",1.2,7.7,54,58,51,54,63,64,82
"1022","La Liga","Rodrygo","FW","21-030","Real Madrid",1.4,6.7,54,54,52,54,67,64,82
"1023","La Liga","Ronald Araújo","DF","22-338","Barcelona",0.9,13.4,52,55,56,50,63,64,82
"1024","La Liga","Rubén","DF","21-004","Espanyol",0,0.2,50,50,73,62,63,64,82
"1025","La Liga","Rubén Duarte","DF","26-113","Alavés",0.4,18,51,54,57,50,63,64,82
"1026","La Liga","Rúben Vezo","DF","27-289","Levante",0.5,19.1,51,55,56,51,61,64,82
"1027","La Liga","Samuel Umtiti","DF","28-086","Barcelona",0,1,50,57,57,50,60,64,82
"1028","La Liga","Sandro Ramírez","FW","26-214","Getafe",2.2,11,56,51,51,53,62,64,82
"1029","La Liga","Santi Mina","FW","26-063","Celta Vigo",5.8,18.8,56,52,52,51,63,64,82
"1030","La Liga","Sergi Gómez","DF","29-317","Espanyol",0.8,21.3,51,52,58,50,60,64,82
"1031","La Liga","Sergi Guardiola","FW","30-255","Rayo Vallecano",3.4,8,57,52,51,51,64,64,82
"1032","La Liga","Sergiño Dest","FW","21-097","Barcelona",1.5,12,52,56,52,55,65,64,82
"1033","La Liga","Sergio Asenjo","GK","32-225","Villarreal",0,2,50,50,50,50,53,76,82
"1034","La Liga","Sergio Canales","FW","30-357","Betis",3.6,19.3,54,59,51,53,63,64,82
"1035","La Liga","Sergio Escudero","DF","32-159","Granada",0.5,6.2,51,54,54,51,65,64,82
"1036","La Liga","Sergio Postigo","DF","33-096","Levante",0.1,4.3,50,53,58,50,61,64,82
"1037","La Liga","Sergio Santos","DF","21-036","Real Madrid",0,0.1,50,50,73,50,63,64,82
"1038","La Liga","Shkodran Mustafi","DF","29-297","Levante",0.1,7.1,51,54,59,50,61,64,82
"1039","La Liga","Son","DF","27-315","Levante",0.6,8.3,51,55,55,52,62,64,82
"1040","La Liga","Stefan Savic","DF","31-031","Atlético Madrid",1.2,13.1,51,55,56,50,62,64,82
"1041","La Liga","Tachi","DF","24-151","Alavés",0,2.7,50,54,59,50,60,64,82
"1042","La Liga","Takefusa Kubo","FW","20-249","Mallorca",1.2,9,54,54,52,56,63,64,82
"1043","La Liga","Thibaut Courtois","GK","29-273","Real Madrid",0,23,50,50,50,50,54,76,82
"1044","La Liga","Thierry Correia","DF","22-336","Valencia",0,7.9,50,56,56,52,66,64,82
"1045","La Liga","Toni Lato","DF","24-079","Valencia",0,5.2,50,55,56,52,66,64,82
"1046","La Liga","Tonny Vilhena","FW","27-036","Espanyol",0,0.9,59,51,51,50,52,64,82
"1047","La Liga","Unai García","DF","30-005","Osasuna",0.3,13.1,51,53,59,50,59,64,82
"1048","La Liga","Unai Núñez","DF","25-009","Athletic Club",0.8,5.4,52,55,56,50,61,64,82
"1049","La Liga","Víctor Chust","DF","21-340","Cádiz",0.5,10.3,51,52,59,50,59,64,82
"1050","La Liga","Víctor Díaz","DF","33-241","Granada",0.5,8.7,51,53,58,51,62,64,82
"1051","La Liga","Víctor Laguardia","DF","32-095","Alavés",1.1,20.9,51,53,58,50,59,64,82
"1052","La Liga","Víctor Ruiz","DF","33-014","Betis",0.4,11.1,50,54,58,50,61,64,82
"1053","La Liga","Willian José","FW","30-077","Betis",4.9,12.4,57,54,52,52,61,64,82
"1054","La Liga","Ximo Navarro","DF","32-016","Alavés",0.2,7.9,51,53,57,51,62,64,82
"1055","La Liga","Yannick Carrasco","DF","28-157","Atlético Madrid",2.7,18.5,53,55,52,57,62,64,82
"1056","La Liga","Yeray Álvarez","DF","27-015","Athletic Club",0.3,12,51,55,59,51,60,64,82
"1057","La Liga","Youssef En-Nesyri","FW","24-252","Sevilla",3.3,6.1,58,52,52,51,59,64,82
"1058","Bundesliga","Aarón Martín","DF","24-292","Mainz 05",0.5,15.1,51,55,54,53,64,64,82
"1059","Bundesliga","Abdourahmane Barry","DF","21-352","Greuther Fürth",0,2.3,50,56,54,51,66,64,82
"1060","Bundesliga","Ádám Szalai","FW","34-061","Mainz 05",1,2.8,57,52,51,52,65,64,82
"1061","Bundesliga","Almamy Touré","DF","25-286","Eint Frankfurt",0.8,4.5,53,53,55,51,65,64,82
"1062","Bundesliga","Amos Pieper","DF","24-022","Arminia",0.7,18.9,51,53,61,50,61,64,82
"1063","Bundesliga","Anderson Lucoqui","DF","24-217","Mainz 05",0.6,5.7,53,53,54,50,62,64,82
"1064","Bundesliga","Andi Zeqiri","FW","22-231","Augsburg",2.6,10.1,55,52,52,53,63,64,82
"1065","Bundesliga","André Silva","FW","26-094","RB Leipzig",9.4,15.5,58,52,51,53,61,64,82
"1066","Bundesliga","Andrej Kramaric","FW","30-234","Hoffenheim",5.8,18.2,56,55,51,52,60,64,82
"1067","Bundesliga","Andrés Andrade Cedeño","DF","23-115","Arminia",0.2,7.7,51,54,59,52,65,64,82
"1068","Bundesliga","Angeliño","DF","25-035","RB Leipzig",0.8,16.4,51,56,54,51,64,64,82
"1069","Bundesliga","Armel Bella Kotchap","DF","20-059","Bochum",0.2,9.9,51,52,62,50,63,64,82
"1070","Bundesliga","Bastian Oczipka","DF","33-027","Union Berlin",0.1,3.9,51,57,55,53,62,64,82
"1071","Bundesliga","Borna Sosa","DF","24-018","Stuttgart",0.4,16.8,51,57,53,53,63,64,82
"1072","Bundesliga","Bouna Sarr","DF","30-008","Bayern Munich",0,0.7,50,53,59,55,66,64,82
"1073","Bundesliga","Branimir Hrgota","FW","29-027","Greuther Fürth",6.1,18.3,55,53,51,54,65,64,82
"1074","Bundesliga","Breel Embolo","FW","24-359","M'Gladbach",4.4,13.2,54,54,51,55,63,64,82
"1075","Bundesliga","Brian Brobbey","FW","20-007","RB Leipzig",0.5,1.5,54,58,52,52,62,64,82
"1076","Bundesliga","Cédric Brunner","DF","27-356","Arminia",0.2,19,50,54,57,52,63,64,82
"1077","Bundesliga","Cedric Itten","FW","25-043","Greuther Fürth",2.7,7.1,56,52,51,51,64,64,82
"1078","Bundesliga","Christian Günter","DF","28-345","Freiburg",0.5,21,51,56,53,51,63,64,82
"1079","Bundesliga","Christopher Trimmel","DF","34-349","Union Berlin",0.7,13.3,52,54,57,52,64,64,82
