"","Comp","Player","Pos","Age","Squad","xG_Expected","Mins_Per_90","shg.player","psg.player","dfg.player","drg.player","stm.player","kpr","tot.player"
"585","Serie A","Kevin Bonifazi","DF","25-265","Bologna",0.3,8.7,51,54,57,52,61,64,82
"586","Serie A","Kevin Lasagna","FW","29-182","Hellas Verona",1.7,8.2,55,53,51,52,62,64,82
"587","Serie A","Kévin Malcuit","DF","30-192","Napoli",0.1,2,51,55,54,52,65,64,82
"588","Serie A","Koffi Djidji","DF","29-070","Torino",0.2,13.1,51,54,57,52,64,64,82
"589","Serie A","Koray Günter","DF","27-176","Hellas Verona",0.2,17.2,50,54,61,50,61,64,82
"590","Serie A","Lazar Samardzic","MF","19-349","Udinese",0.5,1.8,58,60,51,60,76,64,82
"591","Serie A","Leonardo Bonucci","DF","34-283","Juventus",3.8,15,53,54,56,50,61,64,82
"592","Serie A","Leonardo Mancuso","FW","29-258","Empoli",2.2,4.7,57,51,52,50,57,64,82
"593","Serie A","Leonardo Pavoletti","FW","33-074","Cagliari",4.6,10,57,52,52,51,59,64,82
"594","Serie A","Lorenzo Tonelli","DF","32-022","Empoli",0.4,9,51,56,57,50,63,64,82
"595","Serie A","Lorenzo Venuti","DF","26-302","Fiorentina",0,8.7,50,55,53,50,61,64,82
"596","Serie A","Luca Ceppitelli","DF","32-181","Cagliari",0.4,12.1,51,53,57,50,62,64,82
"597","Serie A","Luca Pellegrini","DF","22-338","Juventus",0,5.6,50,55,54,52,66,64,82
"598","Serie A","Luca Ranieri","DF","22-291","Salernitana",0.5,17,51,54,54,53,59,64,82
"599","Serie A","Luis Alberto","MF","29-133","Lazio",1.6,16,54,62,51,53,68,64,82
"600","Serie A","Luis Binks","DF","20-159","Bologna",0,4.8,50,53,62,51,61,64,82
"601","Serie A","Luiz Felipe","DF","24-323","Lazio",0.2,20.5,50,54,57,50,62,64,82
"602","Serie A","Manuel Lazzari","DF","28-071","Lazio",0.6,9.4,52,54,53,54,63,64,82
"603","Serie A","Marash Kumbulla","DF","22-000","Roma",0.2,4.4,51,53,55,50,64,64,82
"604","Serie A","Marko Arnautovic","FW","32-295","Bologna",7.7,18.3,57,52,51,53,62,64,82
"605","Serie A","Marko Pjaca","FW","26-278","Torino",1.4,7.6,55,54,52,55,61,64,82
"606","Serie A","Martín Cáceres","DF","34-307","Cagliari",0.3,9.2,51,55,55,50,62,64,82
"607","Serie A","Marvin Zeegelaar","DF","31-180","Udinese",0.1,2.7,51,53,58,52,65,64,82
"608","Serie A","Mateusz Praszelik","MF","21-135","Hellas Verona",0,0.1,60,57,50,74,73,64,82
"609","Serie A","Matías Viña","DF","24-091","Roma",0.6,15.2,51,55,55,52,65,64,82
"610","Serie A","Matija Nastasic","DF","28-317","Fiorentina",0.1,2.4,51,53,59,50,63,64,82
"611","Serie A","Matteo Darmian","DF","32-068","Inter",0.7,12.1,51,54,53,50,62,64,82
"612","Serie A","Matteo Gabbia","DF","22-110","Milan",0.1,5.1,50,55,54,50,63,64,82
"613","Serie A","Matteo Lovato","DF","21-359","Atalanta",0,3.4,50,53,55,51,64,64,82
"614","Serie A","Matteo Politano","FW","28-189","Napoli",1.9,12.5,54,55,52,53,65,64,82
"615","Serie A","Matthijs de Ligt","DF","22-180","Juventus",1.1,18.3,51,54,57,50,62,64,82
"616","Serie A","Mattia Aramu","FW","26-270","Venezia",3.4,13.1,55,54,52,51,65,64,82
"617","Serie A","Mattia Bani","DF","28-060","Genoa",0.6,7.7,51,53,61,50,61,64,82
"618","Serie A","Mattia Caldara","DF","27-279","Venezia",0.9,18,51,52,59,50,62,64,82
"619","Serie A","Mattia De Sciglio","DF","29-111","Juventus",0.2,7.3,51,55,57,52,63,64,82
"620","Serie A","Mattia Destro","FW","30-325","Genoa",4.2,13.2,57,52,52,51,60,64,82
"621","Serie A","Mattia Viti","DF","20-015","Empoli",0,9.2,50,54,58,51,63,64,82
"622","Serie A","Mattia Zaccagni","FW","26-237","Lazio",1.1,9.3,53,55,52,55,64,64,82
"623","Serie A","Maya Yoshida","DF","33-168","Sampdoria",0.7,16.6,51,53,58,50,60,64,82
"624","Serie A","Mërgim Vojvoda","DF","27-007","Torino",0.9,11,52,56,54,52,62,64,82
"625","Serie A","Merih Demiral","DF","23-340","Atalanta",1.5,13.7,52,52,58,50,63,64,82
"626","Serie A","Michael Svoboda","DF","23-116","Venezia",0.2,6.6,50,54,56,50,63,64,82
"627","Serie A","Milan Škriniar","DF","26-362","Inter",1.8,21,52,54,55,51,61,64,82
"628","Serie A","Mitchell Dijks","DF","28-364","Bologna",0.1,2.7,51,52,54,53,65,64,82
"629","Serie A","Mohamed Fares","FW","25-358","Genoa",1.1,6.5,54,54,54,53,63,64,82
"630","Serie A","Moise Kean","FW","21-345","Juventus",2.2,7.4,56,51,51,54,59,64,82
"631","Serie A","Musa Barrow","FW","23-086","Bologna",3.4,14.4,56,53,51,53,63,64,82
"632","Serie A","Nahuel Molina","DF","24-068","Udinese",1.6,16.4,53,54,54,53,62,64,82
"633","Serie A","Nehuén Pérez","DF","21-229","Udinese",0.3,7.3,51,52,55,51,64,64,82
"634","Serie A","Nicolas Galazzi","DF","21-052","Venezia",0,0.2,50,54,52,50,70,64,82
"635","Serie A","Nicolás González","FW","23-308","Fiorentina",3.7,13.2,55,54,52,56,63,64,82
"636","Serie A","Nicolò Casale","DF","23-359","Hellas Verona",0.4,17.7,51,54,57,51,65,64,82
"637","Serie A","Nicolò Zaniolo","FW","22-221","Roma",3.6,16.5,55,53,51,56,64,64,82
"638","Serie A","Nikola Milenkovic","DF","24-119","Fiorentina",1.8,19.3,52,54,57,50,64,64,82
"639","Serie A","Ola Aina","DF","25-123","Torino",0.3,11.8,51,55,55,53,63,64,82
"640","Serie A","Olivier Giroud","FW","35-131","Milan",5.5,9.7,58,52,52,51,62,64,82
"641","Serie A","Omar Colley","DF","29-107","Sampdoria",1.2,17.5,51,53,61,50,61,64,82
"642","Serie A","Paolo Ghiglione","DF","25-006","Genoa",0.8,6.7,52,54,55,52,64,64,82
"643","Serie A","Pasquale Mazzocchi","DF","26-196","Venezia",0.5,13.8,51,53,57,53,63,64,82
"644","Serie A","Patric","DF","28-297","Lazio",0.2,8.4,51,54,55,51,65,64,82
"645","Serie A","Patrick Cutrone","FW","24-036","Empoli",3.7,11.1,57,51,51,52,60,64,82
"646","Serie A","Pawel Dawidowicz","DF","26-264","Hellas Verona",0.4,13.2,51,53,57,51,65,64,82
"647","Serie A","Pawel Jaroszynski","DF","27-129","Salernitana",0.1,5.5,51,53,55,50,62,64,82
"648","Serie A","Pedro","FW","34-195","Lazio",4.1,18.7,55,55,51,53,63,64,82
"649","Serie A","Petko Hristov","DF","22-344","Spezia",0,11.3,50,53,58,50,61,64,82
"650","Serie A","Pierre Kalulu","DF","21-248","Milan",0.4,10.6,51,54,56,51,66,64,82
"651","Serie A","Pietro Ceccaroni","DF","26-049","Venezia",1.2,21.7,51,53,58,51,62,64,82
"652","Serie A","Radu Dragu<U+0219>in","DF","20-005","Sampdoria",0.2,6.9,51,52,57,50,62,64,82
"653","Serie A","Raoul Bellanova","DF","21-236","Cagliari",0.7,14.3,51,53,54,52,61,64,82
"654","Serie A","Ricardo Rodríguez","DF","29-167","Torino",0.1,15.4,50,56,55,50,63,64,82
"655","Serie A","Riccardo Calafiori","DF","19-265","Roma",0,1.9,50,54,54,53,65,64,82
"656","Serie A","Riccardo Fiamozzi","DF","28-266","Empoli",0,4.3,50,57,54,52,63,64,82
"657","Serie A","Riccardo Gagliolo","DF","31-286","Salernitana",0.8,11.8,51,54,59,51,61,64,82
"658","Serie A","Riccardo Marchizza","DF","23-319","Empoli",0.3,15,51,54,54,52,63,64,82
"659","Serie A","Riccardo Orsolini","FW","25-015","Bologna",2.3,9.9,56,54,51,53,62,64,82
"660","Serie A","Riccardo Sottil","FW","22-250","Fiorentina",2.3,8.8,55,53,51,53,60,64,82
"661","Serie A","Rick Karsdorp","DF","26-362","Roma",0,20.2,50,57,53,51,63,64,82
"662","Serie A","Roberto Piccoli","FW","21-012","Atalanta",1.1,2.2,58,50,50,50,63,64,82
"663","Serie A","Rodrigo Becão","DF","26-020","Udinese",0.4,20.8,51,52,55,50,62,64,82
"664","Serie A","Roger Ibanez","DF","23-077","Roma",1.9,22,52,54,57,51,64,64,82
"665","Serie A","Rogério","DF","24-026","Sassuolo",0.4,16.2,51,54,55,51,63,64,82
"666","Serie A","Salvador Ferrer","DF","24-018","Spezia",0.2,10.8,51,55,55,51,63,64,82
"667","Serie A","Samir Santos","DF","27-065","Udinese",1.3,16.8,51,52,58,51,63,64,82
"668","Serie A","Sebastian Walukiewicz","DF","21-309","Cagliari",0.3,3.1,51,54,57,55,66,64,82
"669","Serie A","Sebastiano Luperto","DF","25-155","Empoli",0.4,12.1,51,55,61,50,62,64,82
"670","Serie A","Silvan Hefti","DF","24-106","Genoa",0,4.2,50,54,55,53,67,64,82
"671","Serie A","Simon Kjær","DF","32-319","Milan",0.6,8.9,51,54,57,50,64,64,82
"672","Serie A","Stefan de Vrij","DF","30-003","Inter",1.4,16.7,51,52,55,50,62,64,82
"673","Serie A","Stefan Strandberg","DF","31-198","Salernitana",0.4,10.4,51,55,59,50,62,64,82
"674","Serie A","Stefano Sabelli","DF","29-026","Genoa",0.2,3.9,51,54,57,51,65,64,82
"675","Serie A","Takehiro Tomiyasu","DF","23-095","Bologna",0,0.1,50,50,62,74,67,64,82
"676","Serie A","Thomas Henry","FW","27-141","Venezia",3.9,13.1,56,53,52,52,58,64,82
"677","Serie A","Tommaso Augello","DF","27-162","Sampdoria",0.1,18.8,50,55,55,52,62,64,82
"678","Serie A","Tyronne Ebuehi","DF","26-054","Venezia",0.3,9.2,51,53,55,52,63,64,82
"679","Serie A","Vlad Chiriche<U+0219>","DF","32-086","Sassuolo",0.4,17.6,51,52,56,50,62,64,82
"680","Serie A","Wajdi Kechrida","DF","26-095","Salernitana",0.3,10.6,51,54,53,51,61,64,82
"681","Serie A","Zinho Vanheusden","DF","22-194","Genoa",0.2,10,51,53,57,50,61,64,82
"682","Premier League","Aaron Wan-Bissaka","DF","24-074","Manchester Utd",0.1,14.9,50,53,55,54,64,64,82
"683","Premier League","Adam Armstrong","FW","24-363","Southampton",4.1,13.3,56,52,51,53,61,64,82
"684","Premier League","Adam Idah","FW","20-334","Norwich City",1.9,6,55,52,52,55,61,64,82
"685","Premier League","Adam Masina","DF","28-037","Watford",0.2,9.6,51,54,57,52,64,64,82
"686","Premier League","Adama Traoré","FW","26-014","Wolves",2.4,11.9,54,53,51,63,61,64,82
"687","Premier League","Ademola Lookman","FW","24-111","Leicester City",2.9,9.8,55,54,52,55,66,64,82
"688","Premier League","Alex Telles","DF","29-055","Manchester Utd",0.2,8.2,51,55,56,51,64,64,82
"689","Premier League","Alexandre Lacazette","FW","30-256","Arsenal",4.4,10.6,55,54,51,53,64,64,82
"690","Premier League","Alisson","GK","29-129","Liverpool",0,20,50,50,50,50,55,76,82
"691","Premier League","Allan Saint-Maximin","FW","24-333","Newcastle Utd",3.5,19.9,55,53,51,61,59,64,82
"692","Premier League","Andrew Omobamidele","DF","19-230","Norwich City",0.3,4.2,52,54,58,50,64,64,82
"693","Premier League","Angus Gunn","GK","26-017","Norwich City",0,3,50,50,50,50,54,77,82
"694","Premier League","Anthony Elanga","FW","19-287","Manchester Utd",1,2.8,56,52,52,55,64,64,82
"695","Premier League","Anthony Martial","FW","26-065","Manchester Utd",0.5,2.4,56,53,52,55,61,64,82
"696","Premier League","Armando Broja","FW","20-151","Southampton",4,10.7,57,52,51,53,62,64,82
"697","Premier League","Bali Mumba","DF","20-123","Norwich City",0,0.5,50,53,65,50,67,64,82
"698","Premier League","Ben Davies","DF","28-290","Tottenham",1.1,10.3,51,56,55,50,63,64,82
"699","Premier League","Ben Foster","GK","38-311","Watford",0,10,50,52,50,50,55,76,82
"700","Premier League","Ben Gibson","DF","29-024","Norwich City",1.1,17.7,51,55,59,50,61,64,82
"701","Premier League","Ben Godfrey","DF","24-024","Everton",1,16.5,51,53,57,51,62,64,82
"702","Premier League","Ben Johnson","DF","22-015","West Ham",0.1,8.9,51,54,56,52,64,64,82
"703","Premier League","Ben Mee","DF","32-138","Burnley",1.2,15,52,53,60,50,58,64,82
"704","Premier League","Ben White","DF","24-123","Arsenal",0.2,19,50,54,56,51,61,64,82
"705","Premier League","Brandon Williams","DF","21-158","Norwich City",0.1,14.6,50,55,55,52,64,64,82
"706","Premier League","Bryan Mbeumo","FW","22-185","Brentford",6,18.5,55,52,51,53,62,64,82
"707","Premier League","Bukayo Saka","FW","20-156","Arsenal",4.7,17.5,56,54,51,54,62,64,82
"708","Premier League","Çaglar Söyüncü","DF","25-261","Leicester City",1.3,17.7,51,53,58,51,64,64,82
"709","Premier League","Callum Hudson-Odoi","FW","21-093","Chelsea",2.1,10.7,54,54,51,54,63,64,82
"710","Premier League","Callum Wilson","FW","29-346","Newcastle Utd",4.4,13.2,56,51,51,53,59,64,82
"711","Premier League","Calum Chambers","DF","27-019","Arsenal",0.1,1.9,51,55,57,50,64,64,82
"712","Premier League","Charlie Cresswell","DF","19-063","Leeds United",0,1.1,50,54,62,52,68,64,82
"713","Premier League","Charlie Goode","DF","26-189","Brentford",0.1,5,50,54,55,52,62,64,82
"714","Premier League","Charlie Taylor","DF","28-143","Burnley",0.1,16,50,54,57,53,61,64,82
"715","Premier League","Che Adams","FW","25-210","Southampton",2.7,11.4,56,52,52,51,61,64,82
"716","Premier League","Christian Benteke","FW","31-067","Crystal Palace",5.4,12.1,58,52,53,52,59,64,82
"717","Premier League","Christian Kabasele","DF","30-349","Watford",0.2,3.3,51,53,59,50,60,64,82
"718","Premier League","Christian Pulisic","FW","23-143","Chelsea",2.4,8.4,55,52,52,53,66,64,82
"719","Premier League","Cody Drameh","DF","20-062","Leeds United",0,1.4,50,54,55,54,68,64,82
"720","Premier League","Cole Palmer","FW","19-278","Manchester City",0.3,1.4,55,54,52,52,66,64,82
"721","Premier League","Connor Roberts","DF","26-138","Burnley",0,2.2,50,54,58,53,60,64,82
"722","Premier League","Craig Dawson","DF","31-278","West Ham",1.5,16.9,52,54,57,50,59,64,82
"723","Premier League","Cristian Romero","DF","23-287","Tottenham",0,5.9,50,54,59,50,65,64,82
"724","Premier League","Daniel Amartey","DF","27-049","Leicester City",0,9.7,50,54,57,51,62,64,82
"725","Premier League","Daniel Podence","FW","26-110","Wolves",1,7.8,54,56,50,57,63,64,82
"726","Premier League","Danny Rose","DF","31-221","Watford",0.2,7.7,51,55,54,53,62,64,82
"727","Premier League","Danny Welbeck","FW","31-074","Brighton",1,4.5,58,51,51,52,62,64,82
"728","Premier League","Diego Llorente","DF","28-176","Leeds United",0.3,14.1,51,54,57,51,65,64,82
"729","Premier League","Dimitris Giannoulis","DF","26-114","Norwich City",0.1,6.1,51,53,56,57,66,64,82
"730","Premier League","Diogo Dalot","DF","22-327","Manchester Utd",0.3,8.1,51,56,57,52,64,64,82
"731","Premier League","Donny van de Beek","MF","24-296","Manchester Utd",0.7,0.8,63,57,60,59,68,64,82
"732","Premier League","Edinson Cavani","FW","34-359","Manchester Utd",2.4,6,56,52,52,52,60,64,82
"733","Premier League","Emerson","DF","23-025","Tottenham",0.4,13.8,51,54,56,52,70,64,82
"734","Premier League","Emi Buendía","FW","25-045","Aston Villa",1.8,13.7,54,57,51,54,66,64,82
"735","Premier League","Eric Dier","DF","28-024","Tottenham",0.4,18.1,51,55,58,50,61,64,82
"736","Premier League","Erik Pieters","DF","33-185","Burnley",0.1,3.2,51,53,57,52,67,64,82
"737","Premier League","Ethan Pinnock","DF","28-255","Brentford",1.5,20.7,52,53,59,50,63,64,82
"738","Premier League","Ezri Konsa","DF","24-108","Aston Villa",1.4,19,52,52,55,51,58,64,82
"739","Premier League","Fabian Schär","DF","30-050","Newcastle Utd",0.3,10.8,51,53,60,51,59,64,82
"740","Premier League","Fábio Silva","FW","19-204","Wolves",0.2,1.5,55,52,54,52,62,64,82
"741","Premier League","Federico Fernández","DF","32-352","Newcastle Utd",0.4,5.8,52,53,57,50,59,64,82
"742","Premier League","Fernando Marçal","DF","32-354","Wolves",0.4,10.6,51,54,57,51,66,64,82
"743","Premier League","Francisco Trincão","FW","22-041","Wolves",2.6,10.4,54,53,52,56,65,64,82
"744","Premier League","Gabriel Dos Santos","DF","24-051","Arsenal",0.9,17.4,52,53,56,50,61,64,82
"745","Premier League","Gabriel Jesus","FW","24-311","Manchester City",5.3,14.7,56,54,51,55,63,64,82
"746","Premier League","Grant Hanley","DF","30-080","Norwich City",0.9,17.2,51,51,59,51,61,64,82
"747","Premier League","Harry Maguire","DF","28-340","Manchester Utd",0.7,16.7,51,56,58,50,61,64,82
"748","Premier League","Harvey Barnes","FW","24-061","Leicester City",3.4,12.3,55,54,51,54,61,64,82
"749","Premier League","Harvey Elliott","MF","18-310","Liverpool",0.7,2.8,54,61,52,52,71,64,82
"750","Premier League","Hassane Kamara","DF","27-142","Watford",0,2.9,50,53,60,53,66,64,82
"751","Premier League","Ibrahima Konaté","DF","22-259","Liverpool",0.1,7,50,55,60,50,62,64,82
"752","Premier League","Ivan Toney","FW","25-329","Brentford",6.1,21,56,54,53,52,61,64,82
"753","Premier League","Jack Grealish","FW","26-151","Manchester City",4,13.8,55,54,51,54,63,64,82
"754","Premier League","Jack Stephens","DF","28-012","Southampton",0,5.4,50,54,60,50,63,64,82
"755","Premier League","Jakob Sørensen","DF","23-342","Norwich City",0.4,4.1,52,53,57,51,65,64,82
"756","Premier League","James Justin","DF","23-350","Leicester City",0,1.4,50,54,57,50,68,64,82
"757","Premier League","James Tarkowski","DF","29-081","Burnley",1.4,18,52,54,59,50,59,64,82
"758","Premier League","James Tomkins","DF","32-316","Crystal Palace",0.6,6.1,52,52,55,51,61,64,82
"759","Premier League","Jamie Shackleton","DF","22-123","Leeds United",0.1,7,51,54,53,52,64,64,82
"760","Premier League","Jamie Vardy","FW","35-028","Leicester City",6.2,14.7,58,52,51,51,59,64,82
"761","Premier League","Jan Bednarek","DF","25-302","Southampton",1.4,15.7,52,53,61,50,61,64,82
"762","Premier League","Jannik Vestergaard","DF","29-189","Leicester City",0.1,6.3,50,53,61,51,63,64,82
"763","Premier League","Japhet Tanganga","DF","22-314","Tottenham",0.4,8.2,51,53,57,51,64,64,82
"764","Premier League","Jarrod Bowen","FW","25-050","West Ham",8.1,21.6,56,53,52,52,63,64,82
"765","Premier League","Jay Rodriguez","FW","32-194","Burnley",1.2,5.3,55,53,52,51,63,64,82
"766","Premier League","Jean-Philippe Mateta","FW","24-225","Crystal Palace",0.8,3.3,56,52,54,52,62,64,82
"767","Premier League","Jeremy Ngakia","DF","21-154","Watford",0,6.2,50,54,56,54,67,64,82
"768","Premier League","Jeremy Sarmiento","FW","19-237","Brighton",0,0.2,50,57,60,62,84,64,82
"769","Premier League","Joachim Andersen","DF","25-253","Crystal Palace",0.3,16.4,50,55,59,50,62,64,82
"770","Premier League","Joe Gelhardt","FW","19-280","Leeds United",1.1,3.5,56,53,52,58,66,64,82
"771","Premier League","Joël Veltman","DF","30-024","Brighton",0.2,16.1,50,55,55,51,64,64,82
"772","Premier League","Joel Ward","DF","32-102","Crystal Palace",0.3,21,50,54,57,51,64,64,82
"773","Premier League","Jonjoe Kenny","DF","24-330","Everton",0,3,50,56,57,50,62,64,82
"774","Premier League","Jonny Evans","DF","34-036","Leicester City",0.7,8.4,51,54,57,50,62,64,82
"775","Premier League","Joshua King","FW","30-024","Watford",7.1,17.1,56,52,52,54,63,64,82
"776","Premier League","Junior Firpo","DF","25-170","Leeds United",0.5,10.3,51,55,55,52,65,64,82
"777","Premier League","Jürgen Locadia","FW","28-093","Brighton",0.1,0.3,55,50,56,58,59,64,82
"778","Premier League","Kai Havertz","FW","22-242","Chelsea",3.1,10.5,55,53,53,52,64,64,82
"779","Premier League","Karl Darlow","GK","31-123","Newcastle Utd",0,8,50,51,50,50,54,76,82
"780","Premier League","Ki-Jana Hoever","DF","20-021","Wolves",0,2.2,50,53,56,51,70,64,82
"781","Premier League","Kieran Tierney","DF","24-248","Arsenal",0.6,14.3,52,55,54,51,61,64,82
"782","Premier League","Kieran Trippier","DF","31-142","Newcastle Utd",0,2,50,56,58,50,65,64,82
"783","Premier League","Kiko Femenía","DF","31-006","Watford",0,11.7,50,55,57,51,62,64,82
"784","Premier League","Kortney Hause","DF","26-207","Aston Villa",0.1,4.4,52,52,58,51,62,64,82
"785","Premier League","Kostas Tsimikas","DF","25-272","Liverpool",0.2,6.4,51,56,55,52,66,64,82
"786","Premier League","Kyle Walker-Peters","DF","24-301","Southampton",0.3,14,51,56,55,53,63,64,82
"787","Premier League","Leo Fuhr Hjelde","DF","18-166","Leeds United",0,0.8,50,54,57,50,67,64,82
"788","Premier League","Leon Bailey","FW","24-183","Aston Villa",1.1,4.7,56,53,52,55,61,64,82
"789","Premier League","Lewis Dunk","DF","30-079","Brighton",0.4,14,51,53,57,50,63,64,82
"790","Premier League","Liam Cooper","DF","30-162","Leeds United",0.2,14.2,50,53,59,51,64,64,82
"791","Premier League","Lucas Digne","DF","28-203","Everton",0.4,13,51,55,56,51,64,64,82
"792","Premier League","Lucas Moura","FW","29-179","Tottenham",3.2,14.8,54,56,53,56,63,64,82
"793","Premier League","Luke Shaw","DF","26-211","Manchester Utd",0.2,13.1,51,56,53,51,64,64,82
"794","Premier League","Luke Thomas","DF","20-243","Leicester City",0.2,11.6,50,55,56,52,66,64,82
"795","Premier League","Lyanco","DF","25-007","Southampton",0.2,6.1,51,53,60,51,61,64,82
"796","Premier League","Mads Bech Sørensen","DF","23-032","Brentford",0,4.2,50,53,57,50,62,64,82
"797","Premier League","Mads Roerslev","DF","22-229","Brentford",0.3,9.1,51,53,55,51,61,64,82
"798","Premier League","Malang Sarr","DF","23-016","Chelsea",0,3,50,53,60,50,64,64,82
"799","Premier League","Marc Cucurella","DF","23-201","Brighton",0.3,18.3,51,56,54,53,67,64,82
"800","Premier League","Marc Guéhi","DF","21-210","Crystal Palace",1.5,21,51,54,57,51,62,64,82
"801","Premier League","Martin Dúbravka","GK","33-024","Newcastle Utd",0,9,50,50,50,50,55,76,82
"802","Premier League","Martinelli","FW","20-235","Arsenal",3.3,9.7,57,52,52,53,63,64,82
"803","Premier League","Matej Vydra","FW","29-283","Burnley",2,5,56,51,52,52,63,64,82
"804","Premier League","Mathias Jørgensen","DF","31-291","Brentford",0.1,4.8,52,54,56,50,63,64,82
"805","Premier League","Matt Ritchie","DF","32-151","Newcastle Utd",0.4,14.6,51,55,54,51,62,64,82
"806","Premier League","Matthew Lowton","DF","32-244","Burnley",0.5,16.8,51,56,56,51,61,64,82
"807","Premier League","Matty Cash","DF","24-185","Aston Villa",1.2,20.8,52,54,56,51,64,64,82
"808","Premier League","Max Aarons","DF","22-035","Norwich City",0.6,20.9,51,54,54,53,63,64,82
"809","Premier League","Max Kilman","DF","24-261","Wolves",0.8,21,51,54,58,51,61,64,82
"810","Premier League","Michael Keane","DF","29-028","Everton",0.8,19,51,54,58,51,59,64,82
"811","Premier League","Michael Olise","FW","20-058","Crystal Palace",0.7,5.5,54,56,52,55,68,64,82
"812","Premier League","Michail Antonio","FW","31-317","West Ham",7.8,21.4,57,53,51,53,61,64,82
"813","Premier League","Nathan Aké","DF","26-355","Manchester City",0.3,6.5,51,55,56,50,63,64,82
"814","Premier League","Nathan Collins","DF","20-284","Burnley",0.1,5,50,53,59,50,60,64,82
"815","Premier League","Neal Maupay","FW","25-178","Brighton",5.6,16.6,56,52,51,53,63,64,82
"816","Premier League","Nélson Semedo","DF","28-084","Wolves",1.3,18.4,51,54,55,54,65,64,82
"817","Premier League","Nicolas Pépé","FW","26-255","Arsenal",1.6,5.6,55,54,52,55,65,64,82
"818","Premier League","Nuno Tavares","DF","22-013","Arsenal",0.6,6.9,53,53,56,56,64,64,82
"819","Premier League","Ollie Watkins","FW","26-040","Aston Villa",6.2,17,56,52,52,53,62,64,82
"820","Premier League","Ozan Kabak","DF","21-320","Norwich City",0.2,8.2,51,52,57,53,60,64,82
"821","Premier League","Pascal Struijk","DF","22-181","Leeds United",0.1,11.3,50,54,58,51,67,64,82
"822","Premier League","Paul Dummett","DF","30-135","Newcastle Utd",0,1.7,50,53,59,50,64,64,82
"823","Premier League","Phil Jones","DF","29-352","Manchester Utd",0,1,50,58,58,50,62,64,82
"824","Premier League","Pierre-Emerick Aubameyang","FW","32-235","Arsenal",5.8,11.5,58,51,51,51,62,64,82
"825","Premier League","Pontus Jansson","DF","30-360","Brentford",1.5,22.9,51,52,58,50,59,64,82
"826","Premier League","Raphaël Varane","DF","28-289","Manchester Utd",0.5,11.3,51,55,59,50,62,64,82
"827","Premier League","Raúl Jiménez","FW","30-279","Wolves",4.2,17.3,54,53,52,54,63,64,82
"828","Premier League","Rayan Aït Nouri","DF","20-247","Wolves",0.3,10,51,53,54,56,69,64,82
"829","Premier League","Ricardo Pereira","DF","28-125","Leicester City",0.3,6.6,51,55,56,52,67,64,82
"830","Premier League","Richarlison","FW","24-274","Everton",3.1,11.3,55,53,52,53,63,64,82
"831","Premier League","Rico Henry","DF","24-215","Brentford",1.1,16.4,51,53,55,52,61,64,82
"832","Premier League","Rob Holding","DF","26-141","Arsenal",0.2,4.6,51,52,58,51,61,64,82
"833","Premier League","Robert Sánchez","GK","24-082","Brighton",0,21,50,51,50,50,56,76,82
"834","Premier League","Romain Perraud","DF","24-139","Southampton",0.5,9.8,51,53,55,51,64,64,82
"835","Premier League","Romelu Lukaku","FW","28-271","Chelsea",4.5,12.1,57,51,52,52,57,64,82
"836","Premier League","Ryan Bertrand","DF","32-187","Leicester City",0,3.7,50,54,54,50,67,64,82
"837","Premier League","Ryan Sessegnon","DF","21-266","Tottenham",0,2.5,50,52,58,52,67,64,82
"838","Premier League","Saïd Benrahma","FW","26-182","West Ham",3.3,16,56,54,51,53,63,64,82
"839","Premier League","Samir Santos","DF","27-065","Watford",0.1,3,51,52,63,50,63,64,82
"840","Premier League","Séamus Coleman","DF","33-120","Everton",0.2,14.6,50,56,55,52,63,64,82
"841","Premier League","Sergio Reguilón","DF","25-054","Tottenham",1.4,15.1,52,54,56,52,64,64,82
"842","Premier League","Shane Duffy","DF","30-038","Brighton",0.8,12.9,52,53,58,50,61,64,82
"843","Premier League","Takehiro Tomiyasu","DF","23-095","Arsenal",0.3,15.4,51,55,55,51,64,64,82
"844","Premier League","Timo Werner","FW","25-339","Chelsea",3.3,6.4,57,52,51,52,64,64,82
"845","Premier League","Timothy Castagne","DF","26-065","Leicester City",0.1,14.1,50,53,56,52,65,64,82
"846","Premier League","Toti Gomes","DF","23-023","Wolves",0,2,50,52,62,51,62,64,82
"847","Premier League","Tyrick Mitchell","DF","22-160","Crystal Palace",0.1,21.9,50,55,55,51,68,64,82
"848","Premier League","Tyrone Mings","DF","28-332","Aston Villa",0.7,18.4,51,54,59,51,60,64,82
"849","Premier League","Valentino Livramento","DF","19-088","Southampton",0.7,17.9,51,53,56,53,64,64,82
"850","Premier League","Victor Lindelöf","DF","27-206","Manchester Utd",0.1,14.1,50,53,59,50,60,64,82
"851","Premier League","Vitaliy Mykolenko","DF","22-255","Everton",0,1,50,54,59,50,65,64,82
"852","Premier League","Vladimír Coufal","DF","29-170","West Ham",0.5,16.9,51,56,55,52,65,64,82
"853","Premier League","Wilfried Zaha","FW","29-090","Crystal Palace",3.5,15.5,55,55,51,56,66,64,82
"854","Premier League","Yerry Mina","DF","27-138","Everton",0.2,6.8,51,52,57,50,60,64,82
"855","La Liga","Abdessamad Ezzalzouli","FW","20-053","Barcelona",1.3,6.4,55,52,52,61,63,64,82
